timestamp,BTC_log_return,ETH_log_return,BNB_log_return,NEO_log_return,LTC_log_return,QTUM_log_return,ADA_log_return,XRP_log_return
2018-05-05,0.015324651381062362,0.04175032848192181,0.005873181518581134,0.003497232455110461,0.05511036271051867,0.016743742083352567,0.019419160201174228,0.014391948080564116
2018-05-06,-0.02100060736155858,-0.031233174544798004,-0.030558831411603517,-0.008724337128562156,-0.0382560311555367,0.018349138668196617,-0.05195389451917389,-0.042968089118312146
2018-05-07,-0.03091182260443279,-0.054073516140900356,-0.021788611761017377,-0.056947765125390744,-0.04589568035210166,-0.06864952384409342,-0.04751262885985608,-0.04727078895838255
2018-05-08,-0.019128940766176317,-0.004662075204940039,-0.01557655877548738,-0.029184925801266692,-0.03524539415570108,-0.03351098908306185,-0.025530432446060628,-0.022347504161196217
2018-05-09,0.013238696159100179,0.003678189575392547,0.08132468721157836,-0.009084376673813493,-0.013751365263990187,-0.03713169713216119,-0.01026578121706154,-0.014811570325397603
2018-05-10,-0.03362009937998716,-0.03965872060428166,-0.05951667260561393,-0.08949973427344733,-0.05616800273841604,-0.088396181384539,-0.09064475316747775,-0.06394065340281625
2018-05-11,-0.0692372860597206,-0.06513291429259933,-0.060300297978960936,-0.09338922524980632,-0.08328770781686368,-0.14041524831849966,-0.12992245598691923,-0.09782144488064355
2018-05-12,0.007819349052131747,0.010506536434300351,-0.004359524348404647,0.01765836426372643,0.03778923132540026,0.018583359746408814,0.03749264027666795,0.013398960485440238
2018-05-13,0.02493706307447925,0.0636647419506751,0.01683869348219381,0.04217487935836057,0.018684284488656187,0.0641083560987048,0.0430522739586627,0.06329088083640019
2018-05-14,-0.0018877884641445746,-0.002183212110025615,-0.024063984609104087,-0.019448368698845708,0.02180707686608068,0.026677427500329406,-0.039105271371886255,-0.004186892239925501
2018-05-15,-0.023514777213858397,-0.03153011815808373,-0.023636023891457837,-0.0495551099978263,-0.056296901833185524,-0.05582059428596509,-0.04846382462712477,-0.053602672164888815
2018-05-16,-0.01572209611912437,0.001955782936344794,-0.020041751817624406,-0.018094302112060322,-0.0030905260520839696,-0.015990686180685828,-0.0062017539929137356,0.024161479316550178
2018-05-17,-0.03525279743391407,-0.05630676862730421,0.007102406233402385,-0.07087168512089136,-0.04875057382155352,-0.0717338508183739,-0.053638049466217745,-0.06945341529103521
2018-05-18,0.024366626658270284,0.03673348257065758,0.20119936593434165,0.0373795543772536,0.027139517024160075,0.04429263459182126,0.016790395069395173,0.028696352194365456
2018-05-19,-0.0007673022782413454,0.00633277879220225,-0.054740590569005654,-0.01010279682297516,-0.007382831614466044,0.0015617682387319388,-0.008587996630704123,-0.006321030631677201
2018-05-20,0.03502527114150157,0.027118194922981707,-0.011468160471244585,0.07516995187294526,0.034163342772821695,0.045097485762523176,0.05799660211293765,0.037898168027413845
2018-05-21,-0.01723937935867626,-0.027548703647432417,0.03693320116127809,-0.024954408468405027,-0.039363948847861104,-0.03819254090708563,-0.039630877083705614,-0.03385224954729844
2018-05-22,-0.04941968442854542,-0.08334104586111922,-0.05679512461211972,-0.08879067044270429,-0.048533213943745435,-0.08402330173582533,-0.11019879229807548,-0.05831446320525366
2018-05-23,-0.061413203731023915,-0.10484235444264309,-0.10531251373774028,-0.0959963827537718,-0.07735520747942635,-0.11347703425096328,-0.10637112716374984,-0.07458326134718654
2018-05-24,0.009691684778452453,0.04238490220618428,0.041449647550475636,0.06556655013386382,0.034948566091783304,0.05108934609906487,0.046910600253122194,0.05929022102978171
2018-05-25,-0.015701482964916948,-0.028004827450349164,-0.0012211185887056207,-0.044948053179776064,-0.03073341906505267,-0.052601062184386795,-0.0465062330822261,-0.0382125292118112
2018-05-26,-0.016637572977028725,0.0007682130888665181,-0.01737138525240657,-0.011176284014379803,-0.0035395283877385037,-0.0031061807617880546,-0.01445612062654651,0.006479237247420438
2018-05-27,0.0006856153939101124,-0.026981920476926432,-0.014507961192362119,0.015037877364540502,-0.006266958180405262,-0.0027353561618811205,-0.016438726343159835,-0.007190716077846693
2018-05-28,-0.03324730192129037,-0.10899028370840502,-0.056020355077245614,-0.10508765576968511,-0.06031670898518564,-0.08748875845761503,-0.10642667561326406,-0.09959137820993022
2018-05-29,0.049774392461102136,0.10364643749416183,0.05623453964963581,0.08916714887953295,0.07356640701727954,0.09166476391897393,0.1561446654378927,0.09264863602009411
2018-05-30,-0.011502258272255131,-0.01808772801848281,0.0009989218817574638,-0.012206107743404578,-0.017762456339840388,-0.01212043651989471,0.030044025097358595,0.0025135888453828945
2018-05-31,0.014676290629947557,0.03633880004166253,0.11796703145581185,0.029674631782092828,0.009089813255399802,0.019819168786372843,0.07198820453432343,0.016341499284106175
2018-06-01,0.0047980835777630265,0.0020573826639724256,0.0062340490009218374,0.045864717733956506,0.016272796592655164,0.08085209662909498,-0.01316282978648133,0.016400591469172988
2018-06-02,0.015701092418484074,0.02025970051202945,0.026546687002047258,0.02301244998469597,0.026681384090207844,0.011583141089630636,0.027303311744013126,0.03351049197133089
2018-06-03,0.009669034297781922,0.04760876243813984,0.0017907789905887855,-0.00712136671595327,0.015195050568525508,0.004104534425775753,0.00048557618982225675,0.07117402172931817
